"Notes"	"County"	"County Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"1999"	"1999"	"Female"	"F"	0	4662	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2000"	"2000"	"Female"	"F"	0	4785	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2001"	"2001"	"Female"	"F"	0	5112	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2001"	"2001"	"Male"	"M"	0	6663	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2002"	"2002"	"Female"	"F"	0	5268	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2002"	"2002"	"Male"	"M"	0	7040	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2003"	"2003"	"Female"	"F"	0	5401	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2004"	"2004"	"Female"	"F"	0	5595	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2005"	"2005"	"Female"	"F"	0	5726	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2006"	"2006"	"Female"	"F"	0	5876	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2008"	"2008"	"Female"	"F"	0	6283	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2010"	"2010"	"Female"	"F"	0	6670	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2011"	"2011"	"Male"	"M"	0	9084	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2012"	"2012"	"Female"	"F"	0	7254	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2013"	"2013"	"Female"	"F"	0	7213	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2013"	"2013"	"Male"	"M"	0	10240	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2014"	"2014"	"Female"	"F"	0	7227	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2015"	"2015"	"Female"	"F"	0	7025	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2016"	"2016"	"Female"	"F"	0	7066	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2017"	"2017"	"Female"	"F"	0	7014	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"20-24 years"	"20-24"	"2019"	"2019"	"Female"	"F"	0	6949	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"1999"	"1999"	"Female"	"F"	0	4811	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2000"	"2000"	"Female"	"F"	0	4846	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2001"	"2001"	"Female"	"F"	0	4809	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2002"	"2002"	"Female"	"F"	0	4726	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2002"	"2002"	"Male"	"M"	0	5035	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2003"	"2003"	"Female"	"F"	0	4745	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2004"	"2004"	"Female"	"F"	0	4899	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2006"	"2006"	"Female"	"F"	0	5424	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2007"	"2007"	"Female"	"F"	0	5698	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2008"	"2008"	"Female"	"F"	0	5985	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2009"	"2009"	"Male"	"M"	0	6634	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2010"	"2010"	"Female"	"F"	0	6127	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2010"	"2010"	"Male"	"M"	0	6741	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2011"	"2011"	"Female"	"F"	0	6179	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2012"	"2012"	"Male"	"M"	0	7084	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2013"	"2013"	"Female"	"F"	0	6276	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2014"	"2014"	"Female"	"F"	0	6398	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2015"	"2015"	"Female"	"F"	0	6364	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2017"	"2017"	"Female"	"F"	0	6777	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2018"	"2018"	"Male"	"M"	0	8754	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"25-29 years"	"25-29"	"2019"	"2019"	"Female"	"F"	0	7022	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"1999"	"1999"	"Female"	"F"	0	4934	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2000"	"2000"	"Female"	"F"	0	4963	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2001"	"2001"	"Female"	"F"	0	4983	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2001"	"2001"	"Male"	"M"	0	5209	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2002"	"2002"	"Female"	"F"	0	5031	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2002"	"2002"	"Male"	"M"	0	5146	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2003"	"2003"	"Female"	"F"	0	5058	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2004"	"2004"	"Female"	"F"	0	5147	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2005"	"2005"	"Female"	"F"	0	5325	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2006"	"2006"	"Female"	"F"	0	5423	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2006"	"2006"	"Male"	"M"	0	5439	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2007"	"2007"	"Female"	"F"	0	5363	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2007"	"2007"	"Male"	"M"	0	5577	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2008"	"2008"	"Female"	"F"	0	5352	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2008"	"2008"	"Male"	"M"	0	5541	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2009"	"2009"	"Female"	"F"	0	5370	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2010"	"2010"	"Female"	"F"	0	5440	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2011"	"2011"	"Female"	"F"	0	5661	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2012"	"2012"	"Female"	"F"	0	5673	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2013"	"2013"	"Female"	"F"	0	5746	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2014"	"2014"	"Female"	"F"	0	5825	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2014"	"2014"	"Male"	"M"	0	6883	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2017"	"2017"	"Female"	"F"	0	6002	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2018"	"2018"	"Female"	"F"	0	6266	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"30-34 years"	"30-34"	"2020 "	"2020"	"Female"	"F"	0	6556	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"1999"	"1999"	"Male"	"M"	0	5481	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2000"	"2000"	"Female"	"F"	0	5410	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2000"	"2000"	"Male"	"M"	0	5534	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2001"	"2001"	"Female"	"F"	0	5457	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2001"	"2001"	"Male"	"M"	0	5386	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2002"	"2002"	"Female"	"F"	0	5359	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2003"	"2003"	"Female"	"F"	0	5414	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2003"	"2003"	"Male"	"M"	0	5327	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2004"	"2004"	"Female"	"F"	0	5342	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2005"	"2005"	"Female"	"F"	0	5534	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2005"	"2005"	"Male"	"M"	0	5408	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2006"	"2006"	"Female"	"F"	0	5611	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2006"	"2006"	"Male"	"M"	0	5447	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2007"	"2007"	"Female"	"F"	0	5756	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2008"	"2008"	"Female"	"F"	0	5880	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2008"	"2008"	"Male"	"M"	0	5480	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2009"	"2009"	"Female"	"F"	0	5941	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2010"	"2010"	"Female"	"F"	0	5918	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2010"	"2010"	"Male"	"M"	0	5437	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2011"	"2011"	"Female"	"F"	0	5685	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2011"	"2011"	"Male"	"M"	0	5539	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2012"	"2012"	"Female"	"F"	0	5507	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2013"	"2013"	"Male"	"M"	0	5565	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2014"	"2014"	"Female"	"F"	0	5291	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2014"	"2014"	"Male"	"M"	0	5794	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2015"	"2015"	"Female"	"F"	0	5262	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2017"	"2017"	"Female"	"F"	0	5624	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"35-39 years"	"35-39"	"2019"	"2019"	"Female"	"F"	0	5872	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"1999"	"1999"	"Female"	"F"	0	4862	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2000"	"2000"	"Female"	"F"	0	5027	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2001"	"2001"	"Female"	"F"	0	5168	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2001"	"2001"	"Male"	"M"	0	5155	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2002"	"2002"	"Female"	"F"	0	5361	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2003"	"2003"	"Male"	"M"	0	5281	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2004"	"2004"	"Male"	"M"	0	5423	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2005"	"2005"	"Female"	"F"	0	5731	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2006"	"2006"	"Female"	"F"	0	5925	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2006"	"2006"	"Male"	"M"	0	5561	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2007"	"2007"	"Female"	"F"	0	5854	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2009"	"2009"	"Female"	"F"	0	5820	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2010"	"2010"	"Female"	"F"	0	5890	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2010"	"2010"	"Male"	"M"	0	5699	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2012"	"2012"	"Female"	"F"	0	5798	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2012"	"2012"	"Male"	"M"	0	5480	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2013"	"2013"	"Female"	"F"	0	5636	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2013"	"2013"	"Male"	"M"	0	5502	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2014"	"2014"	"Female"	"F"	0	5662	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2015"	"2015"	"Male"	"M"	0	5294	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2016"	"2016"	"Female"	"F"	0	5212	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2017"	"2017"	"Male"	"M"	0	5404	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2018"	"2018"	"Female"	"F"	0	5124	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2018"	"2018"	"Male"	"M"	0	5553	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2019"	"2019"	"Female"	"F"	0	5086	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"40-44 years"	"40-44"	"2020 "	"2020"	"Female"	"F"	0	5241	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"1999"	"1999"	"Female"	"F"	0	4133	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2000"	"2000"	"Female"	"F"	0	4265	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2001"	"2001"	"Female"	"F"	0	4451	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2002"	"2002"	"Female"	"F"	0	4658	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2003"	"2003"	"Female"	"F"	0	4959	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2004"	"2004"	"Female"	"F"	0	5126	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2004"	"2004"	"Male"	"M"	0	4797	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2005"	"2005"	"Male"	"M"	0	5120	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2006"	"2006"	"Male"	"M"	0	5339	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2009"	"2009"	"Female"	"F"	0	5914	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2010"	"2010"	"Female"	"F"	0	5938	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2012"	"2012"	"Female"	"F"	0	5696	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2013"	"2013"	"Female"	"F"	0	5596	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2015"	"2015"	"Female"	"F"	0	5587	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2016"	"2016"	"Male"	"M"	0	5335	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2018"	"2018"	"Female"	"F"	0	5536	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"45-49 years"	"45-49"	"2020 "	"2020"	"Female"	"F"	0	5401	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"1999"	"1999"	"Female"	"F"	0	3647	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"1999"	"1999"	"Male"	"M"	0	3476	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2000"	"2000"	"Female"	"F"	0	3849	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2000"	"2000"	"Male"	"M"	0	3628	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2001"	"2001"	"Female"	"F"	0	4028	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2003"	"2003"	"Female"	"F"	0	4182	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2004"	"2004"	"Female"	"F"	0	4400	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2004"	"2004"	"Male"	"M"	0	4208	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2005"	"2005"	"Female"	"F"	0	4649	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2005"	"2005"	"Male"	"M"	0	4395	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2006"	"2006"	"Male"	"M"	0	4603	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2007"	"2007"	"Female"	"F"	0	5116	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2008"	"2008"	"Female"	"F"	0	5316	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2009"	"2009"	"Male"	"M"	0	5089	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2011"	"2011"	"Female"	"F"	0	5689	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2012"	"2012"	"Female"	"F"	0	5754	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2013"	"2013"	"Male"	"M"	0	5444	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2015"	"2015"	"Female"	"F"	0	5662	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2017"	"2017"	"Female"	"F"	0	5435	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2017"	"2017"	"Male"	"M"	0	5252	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2018"	"2018"	"Female"	"F"	0	5523	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2019"	"2019"	"Female"	"F"	0	5397	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2020 "	"2020"	"Female"	"F"	0	5372	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"50-54 years"	"50-54"	"2020 "	"2020"	"Male"	"M"	0	5155	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"1999"	"1999"	"Female"	"F"	0	3583	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"1999"	"1999"	"Male"	"M"	0	2913	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2000"	"2000"	"Female"	"F"	0	3743	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2000"	"2000"	"Male"	"M"	0	3004	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2001"	"2001"	"Female"	"F"	0	3777	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2002"	"2002"	"Female"	"F"	0	3895	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2003"	"2003"	"Female"	"F"	0	4015	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2003"	"2003"	"Male"	"M"	0	3456	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2005"	"2005"	"Female"	"F"	0	4347	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2007"	"2007"	"Female"	"F"	0	4608	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2007"	"2007"	"Male"	"M"	0	4109	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2008"	"2008"	"Female"	"F"	0	4685	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2008"	"2008"	"Male"	"M"	0	4272	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2010"	"2010"	"Male"	"M"	0	4585	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2016"	"2016"	"Female"	"F"	0	5461	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2016"	"2016"	"Male"	"M"	0	5158	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2018"	"2018"	"Female"	"F"	0	5463	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2019"	"2019"	"Female"	"F"	0	5457	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"55-59 years"	"55-59"	"2019"	"2019"	"Male"	"M"	0	5140	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"1999"	"1999"	"Female"	"F"	0	3809	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"1999"	"1999"	"Male"	"M"	0	3500	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2000"	"2000"	"Female"	"F"	0	3968	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2000"	"2000"	"Male"	"M"	0	3635	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2001"	"2001"	"Female"	"F"	0	4032	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2002"	"2002"	"Female"	"F"	0	3879	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2003"	"2003"	"Female"	"F"	0	4035	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2004"	"2004"	"Female"	"F"	0	4228	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2004"	"2004"	"Male"	"M"	0	3428	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2005"	"2005"	"Female"	"F"	0	4351	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2006"	"2006"	"Female"	"F"	0	4517	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2007"	"2007"	"Female"	"F"	0	4658	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2007"	"2007"	"Male"	"M"	0	3846	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2008"	"2008"	"Female"	"F"	0	4751	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2010"	"2010"	"Female"	"F"	0	4956	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2010"	"2010"	"Male"	"M"	0	4414	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2011"	"2011"	"Female"	"F"	0	4938	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2012"	"2012"	"Female"	"F"	0	4730	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2013"	"2013"	"Female"	"F"	0	4700	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2014"	"2014"	"Female"	"F"	0	4850	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2016"	"2016"	"Female"	"F"	0	4974	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2017"	"2017"	"Female"	"F"	0	5158	Unreliable	0.0000%
	"Yuma County, AZ"	"04027"	"60-64 years "	"60-64"	"2020 "	"2020"	"Female"	"F"	0	5425	Unreliable	0.0000%
