"Notes"	"County"	"County Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2008"	"2008"	"Female"	"F"	0	4257	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2008"	"2008"	"Male"	"M"	0	4399	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2009"	"2009"	"Female"	"F"	0	4243	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2009"	"2009"	"Male"	"M"	0	4434	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2010"	"2010"	"Female"	"F"	0	4237	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2010"	"2010"	"Male"	"M"	0	4362	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2011"	"2011"	"Male"	"M"	0	4366	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2012"	"2012"	"Female"	"F"	0	4119	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2014"	"2014"	"Female"	"F"	0	3972	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2015"	"2015"	"Female"	"F"	0	3956	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2015"	"2015"	"Male"	"M"	0	4243	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2016"	"2016"	"Female"	"F"	0	4025	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2017"	"2017"	"Female"	"F"	0	4043	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2018"	"2018"	"Female"	"F"	0	4121	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2019"	"2019"	"Female"	"F"	0	4078	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2019"	"2019"	"Male"	"M"	0	4245	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2020 "	"2020"	"Female"	"F"	0	4026	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"10-14 years"	"10-14"	"2020 "	"2020"	"Male"	"M"	0	4186	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"1999"	"1999"	"Female"	"F"	0	5148	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"1999"	"1999"	"Male"	"M"	0	5077	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2000"	"2000"	"Female"	"F"	0	5128	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2002"	"2002"	"Female"	"F"	0	5889	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2002"	"2002"	"Male"	"M"	0	5735	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2003"	"2003"	"Female"	"F"	0	6130	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2003"	"2003"	"Male"	"M"	0	5874	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2006"	"2006"	"Female"	"F"	0	6590	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2007"	"2007"	"Female"	"F"	0	6810	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2008"	"2008"	"Female"	"F"	0	6893	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2010"	"2010"	"Female"	"F"	0	7003	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2012"	"2012"	"Female"	"F"	0	6967	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2013"	"2013"	"Female"	"F"	0	6881	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2014"	"2014"	"Female"	"F"	0	7029	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2015"	"2015"	"Female"	"F"	0	7145	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2016"	"2016"	"Female"	"F"	0	7353	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"15-19 years"	"15-19"	"2016"	"2016"	"Male"	"M"	0	6343	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"1999"	"1999"	"Male"	"M"	0	6225	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2000"	"2000"	"Female"	"F"	0	6177	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2001"	"2001"	"Female"	"F"	0	6742	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2002"	"2002"	"Female"	"F"	0	7245	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2003"	"2003"	"Female"	"F"	0	7612	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2004"	"2004"	"Female"	"F"	0	7899	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2008"	"2008"	"Female"	"F"	0	8087	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2008"	"2008"	"Male"	"M"	0	7742	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2009"	"2009"	"Female"	"F"	0	8150	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2010"	"2010"	"Female"	"F"	0	8155	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2015"	"2015"	"Female"	"F"	0	10306	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2016"	"2016"	"Female"	"F"	0	10355	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2019"	"2019"	"Female"	"F"	0	10654	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"20-24 years"	"20-24"	"2020 "	"2020"	"Female"	"F"	0	10323	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"1999"	"1999"	"Female"	"F"	0	4205	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2000"	"2000"	"Female"	"F"	0	4184	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2000"	"2000"	"Male"	"M"	0	4526	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2001"	"2001"	"Female"	"F"	0	3881	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2002"	"2002"	"Female"	"F"	0	3851	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2003"	"2003"	"Female"	"F"	0	3709	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2004"	"2004"	"Female"	"F"	0	3841	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2004"	"2004"	"Male"	"M"	0	4227	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2005"	"2005"	"Female"	"F"	0	3888	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2006"	"2006"	"Female"	"F"	0	4084	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2007"	"2007"	"Female"	"F"	0	4311	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2010"	"2010"	"Female"	"F"	0	4679	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2011"	"2011"	"Female"	"F"	0	4579	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2015"	"2015"	"Female"	"F"	0	4771	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2015"	"2015"	"Male"	"M"	0	5377	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2016"	"2016"	"Female"	"F"	0	4981	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"25-29 years"	"25-29"	"2018"	"2018"	"Female"	"F"	0	5409	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2000"	"2000"	"Female"	"F"	0	3677	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2001"	"2001"	"Female"	"F"	0	3843	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2002"	"2002"	"Female"	"F"	0	3918	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2003"	"2003"	"Female"	"F"	0	3960	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2003"	"2003"	"Male"	"M"	0	4030	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2004"	"2004"	"Female"	"F"	0	3929	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2005"	"2005"	"Female"	"F"	0	3978	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2005"	"2005"	"Male"	"M"	0	4124	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2006"	"2006"	"Male"	"M"	0	4128	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2007"	"2007"	"Female"	"F"	0	3919	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2007"	"2007"	"Male"	"M"	0	4168	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2008"	"2008"	"Male"	"M"	0	4092	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2010"	"2010"	"Female"	"F"	0	4031	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2011"	"2011"	"Male"	"M"	0	4177	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2012"	"2012"	"Female"	"F"	0	4190	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2013"	"2013"	"Female"	"F"	0	4120	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2019"	"2019"	"Female"	"F"	0	4212	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"30-34 years"	"30-34"	"2020 "	"2020"	"Female"	"F"	0	4450	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"1999"	"1999"	"Male"	"M"	0	4196	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2001"	"2001"	"Female"	"F"	0	4156	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2002"	"2002"	"Female"	"F"	0	3997	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2003"	"2003"	"Female"	"F"	0	3912	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2003"	"2003"	"Male"	"M"	0	3823	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2004"	"2004"	"Female"	"F"	0	3781	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2006"	"2006"	"Female"	"F"	0	3794	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2007"	"2007"	"Female"	"F"	0	3874	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2008"	"2008"	"Female"	"F"	0	3860	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2009"	"2009"	"Female"	"F"	0	3821	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2009"	"2009"	"Male"	"M"	0	4045	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2010"	"2010"	"Female"	"F"	0	3824	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2012"	"2012"	"Male"	"M"	0	3907	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2013"	"2013"	"Female"	"F"	0	3636	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2015"	"2015"	"Female"	"F"	0	3829	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2016"	"2016"	"Female"	"F"	0	3974	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"35-39 years"	"35-39"	"2020 "	"2020"	"Female"	"F"	0	4118	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2000"	"2000"	"Male"	"M"	0	4358	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2002"	"2002"	"Female"	"F"	0	4831	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2004"	"2004"	"Female"	"F"	0	4702	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2006"	"2006"	"Female"	"F"	0	4337	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2006"	"2006"	"Male"	"M"	0	4121	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2009"	"2009"	"Male"	"M"	0	3908	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2011"	"2011"	"Female"	"F"	0	3745	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2012"	"2012"	"Male"	"M"	0	3806	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2013"	"2013"	"Female"	"F"	0	3659	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2014"	"2014"	"Female"	"F"	0	3562	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2016"	"2016"	"Female"	"F"	0	3421	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2016"	"2016"	"Male"	"M"	0	3730	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2017"	"2017"	"Female"	"F"	0	3462	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2019"	"2019"	"Male"	"M"	0	3778	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"40-44 years"	"40-44"	"2020 "	"2020"	"Female"	"F"	0	3722	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"1999"	"1999"	"Female"	"F"	0	4256	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2001"	"2001"	"Female"	"F"	0	4517	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2003"	"2003"	"Female"	"F"	0	4653	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2006"	"2006"	"Female"	"F"	0	4800	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2006"	"2006"	"Male"	"M"	0	4302	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2008"	"2008"	"Female"	"F"	0	4695	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2008"	"2008"	"Male"	"M"	0	4272	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2009"	"2009"	"Female"	"F"	0	4629	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2010"	"2010"	"Female"	"F"	0	4473	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2011"	"2011"	"Female"	"F"	0	4189	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2011"	"2011"	"Male"	"M"	0	3962	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2012"	"2012"	"Male"	"M"	0	3845	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2015"	"2015"	"Female"	"F"	0	3575	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2016"	"2016"	"Female"	"F"	0	3597	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2017"	"2017"	"Female"	"F"	0	3597	Unreliable	0.0000%
	"Coconino County, AZ"	"04005"	"45-49 years"	"45-49"	"2018"	"2018"	"Female"	"F"	0	3537	Unreliable	0.0000%
